alpha,objective_family,projected_method,projected_variant,projected_llbi_strategy,projected_use_root_cuts,baseline_category,projected_rows,baseline_rows,projected_avg_objective_metric,baseline_avg_objective_metric,delta_objective_metric,projected_avg_best_bound,baseline_avg_best_bound,delta_best_bound,projected_avg_gap_metric,baseline_avg_gap_metric,delta_gap_metric,projected_avg_runtime_metric,baseline_avg_runtime_metric,delta_runtime_metric,projected_avg_explored_nodes,baseline_avg_explored_nodes,delta_explored_nodes,projected_avg_train_expected_burned_area,baseline_avg_train_expected_burned_area,delta_train_expected_burned_area,projected_avg_test_expected_burned_area,baseline_avg_test_expected_burned_area,delta_test_expected_burned_area,projected_avg_branch_benders_lazy_cuts_added,baseline_avg_branch_benders_lazy_cuts_added,delta_branch_benders_lazy_cuts_added,projected_avg_branch_benders_candidate_incumbents_checked,baseline_avg_branch_benders_candidate_incumbents_checked,delta_branch_benders_candidate_incumbents_checked,projected_avg_num_variables,baseline_avg_num_variables,delta_num_variables,projected_avg_num_constraints,baseline_avg_num_constraints,delta_num_constraints,projected_avg_num_nonzeros,baseline_avg_num_nonzeros,delta_num_nonzeros
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-SAA:fpp_cut,5,5,105.446,105.462,-0.016,105.3906674,105.4075,-0.016832646,0.0005254992954,0.0005174818574,8.01743806e-06,2.2948313,8.105611694,-5.810780394,14.4,5.2,9.2,105.446,105.462,-0.016,108.346,108.4917778,-0.145777778,14.6,0,14.6,7.6,0,7.6,460,28643.6,-28183.6,275,42447,-42172,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders,5,5,105.446,105.446,0,105.3906674,105.3710859,0.019581422,0.0005254992954,0.0007167274189,-0.0001912281235,2.2948313,7.54052618,-5.24569488,14.4,155.2,-140.8,105.446,105.446,0,108.346,108.346,0,14.6,1052.6,-1038,7.6,27.8,-20.2,460,460,0,275,1053.6,-778.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-RootCuts,5,5,105.446,105.446,0,105.3906674,105.3605458,0.030121566,0.0005254992954,0.0008125513371,-0.0002870520417,2.2948313,7.830709208,-5.535877908,14.4,87.4,-73,105.446,105.446,0,108.346,108.346,0,14.6,974,-959.4,7.6,24.4,-16.8,460,460,0,275,1020.2,-745.2,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI,5,5,105.446,105.446,0,105.3906674,105.3766725,0.01399485,0.0005254992954,0.0006657279574,-0.0001402286619,2.2948313,6.271321432,-3.976490132,14.4,82,-67.6,105.446,105.446,0,108.346,108.346,0,14.6,264.8,-250.2,7.6,19.6,-12,460,460,0,275,365.8,-90.8,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-RootCuts,5,5,105.446,105.446,0,105.3906674,105.3669277,0.023739688,0.0005254992954,0.0007391261337,-0.0002136268383,2.2948313,4.865975112,-2.571143812,14.4,47.8,-33.4,105.446,105.446,0,108.346,108.346,0,14.6,190.4,-175.8,7.6,16.6,-9,460,460,0,275,333,-58,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI,5,5,105.446,105.446,0,105.3906674,105.3858018,0.004865562,0.0005254992954,0.0005655202694,-4.002097394e-05,2.2948313,25.81002403,-23.51519273,14.4,14.8,-0.4,105.446,105.446,0,108.346,108.346,0,14.6,43,-28.4,7.6,13.4,-5.8,460,14501.8,-14041.8,275,14185.8,-13910.8,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,105.446,105.446,0,105.3906674,105.413181,-0.022513674,0.0005254992954,0.0003298840886,0.0001956152068,2.2948313,28.97733314,-26.68250184,14.4,10.8,3.6,105.446,105.446,0,108.346,108.346,0,14.6,23.8,-9.2,7.6,11.4,-3.8,460,14501.8,-14041.8,275,14181.6,-13906.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-PathLLBI,5,5,105.446,105.456,-0.01,105.3906674,105.4178967,-0.027229312,0.0005254992954,0.0003561067025,0.000169392593,2.2948313,51.12148594,-48.82665464,14.4,6.6,7.8,105.446,105.456,-0.01,108.346,109.4751111,-1.12911111,14.6,0,14.6,7.6,4.8,2.8,460,14601.8,-14141.8,275,14851.2,-14576.2,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,105.446,105.456,-0.01,105.3906674,105.4178967,-0.027229312,0.0005254992954,0.0003561067025,0.000169392593,2.2948313,37.52249654,-35.22766524,14.4,6.6,7.8,105.446,105.456,-0.01,108.346,109.4751111,-1.12911111,14.6,0,14.6,7.6,4.8,2.8,460,14601.8,-14141.8,275,14851.2,-14576.2,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,105.446,105.52,-0.074,105.3906674,105.2109779,0.17968944,0.0005254992954,0.00291161737,-0.002386118075,2.2948313,172.2329061,-169.9380748,14.4,2.6,11.8,105.446,105.52,-0.074,108.346,108.9991111,-0.65311111,14.6,0,14.6,7.6,3.6,4,460,28643.6,-28183.6,275,28993,-28718,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,105.446,107.088,-1.642,105.3906674,105.3744224,0.016244994,0.0005254992954,0.01442388348,-0.01389838418,2.2948313,190.5920369,-188.2972056,14.4,4.2,10.2,105.446,107.088,-1.642,108.346,110.274,-1.928,14.6,0,14.6,7.6,3.8,3.8,460,28643.6,-28183.6,275,28993,-28718,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,105.446,105.448,-0.002,105.3906674,105.4066472,-0.01597988,0.0005254992954,0.0003996088162,0.0001258904793,2.2948313,163.1548011,-160.8599698,14.4,4.8,9.6,105.446,105.448,-0.002,108.346,108.814,-0.468,14.6,0,14.6,7.6,4,3.6,460,28643.6,-28183.6,275,29093,-28818,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,105.446,105.448,-0.002,105.3906674,105.4066472,-0.01597988,0.0005254992954,0.0003996088162,0.0001258904793,2.2948313,119.9111704,-117.6163391,14.4,4.8,9.6,105.446,105.448,-0.002,108.346,108.814,-0.468,14.6,0,14.6,7.6,4,3.6,460,28643.6,-28183.6,275,29093,-28818,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-Combinatorial,5,5,105.446,105.446,0,105.3906674,105.4107203,-0.020052922,0.0005254992954,0.0003378488098,0.0001876504856,2.2948313,10.29992034,-8.005089042,14.4,11.8,2.6,105.446,105.446,0,108.346,108.346,0,14.6,118.2,-103.6,7.6,13.2,-5.6,460,460,0,275,983.8,-708.8,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-SAA:fpp_base,5,5,105.446,105.446,0,105.4016961,105.446,-0.044303924,0.0004283308564,0,0.0004283308564,3.202466572,2.603938968,0.598527604,72.4,2.6,69.8,105.446,105.446,0,108.346,108.346,0,271.4,0,271.4,22.8,0,22.8,460,36360,-35900,372.4,14263.4,-13891,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-SAA:fpp_cut,5,5,105.446,105.462,-0.016,105.4016961,105.4075,-0.005803924,0.0004283308564,0.0005174818574,-8.915100096e-05,3.202466572,8.105611694,-4.903145122,72.4,5.2,67.2,105.446,105.462,-0.016,108.346,108.4917778,-0.145777778,271.4,0,271.4,22.8,0,22.8,460,28643.6,-28183.6,372.4,42447,-42074.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders,5,5,105.446,105.446,0,105.4016961,105.3710859,0.030610144,0.0004283308564,0.0007167274189,-0.0002883965625,3.202466572,7.54052618,-4.338059608,72.4,155.2,-82.8,105.446,105.446,0,108.346,108.346,0,271.4,1052.6,-781.2,22.8,27.8,-5,460,460,0,372.4,1053.6,-681.2,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-RootCuts,5,5,105.446,105.446,0,105.4016961,105.3605458,0.041150288,0.0004283308564,0.0008125513371,-0.0003842204807,3.202466572,7.830709208,-4.628242636,72.4,87.4,-15,105.446,105.446,0,108.346,108.346,0,271.4,974,-702.6,22.8,24.4,-1.6,460,460,0,372.4,1020.2,-647.8,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI,5,5,105.446,105.446,0,105.4016961,105.3766725,0.025023572,0.0004283308564,0.0006657279574,-0.000237397101,3.202466572,6.271321432,-3.06885486,72.4,82,-9.6,105.446,105.446,0,108.346,108.346,0,271.4,264.8,6.6,22.8,19.6,3.2,460,460,0,372.4,365.8,6.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-RootCuts,5,5,105.446,105.446,0,105.4016961,105.3669277,0.03476841,0.0004283308564,0.0007391261337,-0.0003107952773,3.202466572,4.865975112,-1.66350854,72.4,47.8,24.6,105.446,105.446,0,108.346,108.346,0,271.4,190.4,81,22.8,16.6,6.2,460,460,0,372.4,333,39.4,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI,5,5,105.446,105.446,0,105.4016961,105.3858018,0.015894284,0.0004283308564,0.0005655202694,-0.000137189413,3.202466572,25.81002403,-22.60755746,72.4,14.8,57.6,105.446,105.446,0,108.346,108.346,0,271.4,43,228.4,22.8,13.4,9.4,460,14501.8,-14041.8,372.4,14185.8,-13813.4,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,105.446,105.446,0,105.4016961,105.413181,-0.011484952,0.0004283308564,0.0003298840886,9.844676782e-05,3.202466572,28.97733314,-25.77486657,72.4,10.8,61.6,105.446,105.446,0,108.346,108.346,0,271.4,23.8,247.6,22.8,11.4,11.4,460,14501.8,-14041.8,372.4,14181.6,-13809.2,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-PathLLBI,5,5,105.446,105.456,-0.01,105.4016961,105.4178967,-0.01620059,0.0004283308564,0.0003561067025,7.222415394e-05,3.202466572,51.12148594,-47.91901937,72.4,6.6,65.8,105.446,105.456,-0.01,108.346,109.4751111,-1.12911111,271.4,0,271.4,22.8,4.8,18,460,14601.8,-14141.8,372.4,14851.2,-14478.8,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,105.446,105.456,-0.01,105.4016961,105.4178967,-0.01620059,0.0004283308564,0.0003561067025,7.222415394e-05,3.202466572,37.52249654,-34.32002997,72.4,6.6,65.8,105.446,105.456,-0.01,108.346,109.4751111,-1.12911111,271.4,0,271.4,22.8,4.8,18,460,14601.8,-14141.8,372.4,14851.2,-14478.8,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,105.446,105.52,-0.074,105.4016961,105.2109779,0.190718162,0.0004283308564,0.00291161737,-0.002483286514,3.202466572,172.2329061,-169.0304395,72.4,2.6,69.8,105.446,105.52,-0.074,108.346,108.9991111,-0.65311111,271.4,0,271.4,22.8,3.6,19.2,460,28643.6,-28183.6,372.4,28993,-28620.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,105.446,107.088,-1.642,105.4016961,105.3744224,0.027273716,0.0004283308564,0.01442388348,-0.01399555262,3.202466572,190.5920369,-187.3895704,72.4,4.2,68.2,105.446,107.088,-1.642,108.346,110.274,-1.928,271.4,0,271.4,22.8,3.8,19,460,28643.6,-28183.6,372.4,28993,-28620.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,105.446,105.448,-0.002,105.4016961,105.4066472,-0.004951158,0.0004283308564,0.0003996088162,2.872204026e-05,3.202466572,163.1548011,-159.9523346,72.4,4.8,67.6,105.446,105.448,-0.002,108.346,108.814,-0.468,271.4,0,271.4,22.8,4,18.8,460,28643.6,-28183.6,372.4,29093,-28720.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,105.446,105.448,-0.002,105.4016961,105.4066472,-0.004951158,0.0004283308564,0.0003996088162,2.872204026e-05,3.202466572,119.9111704,-116.7087039,72.4,4.8,67.6,105.446,105.448,-0.002,108.346,108.814,-0.468,271.4,0,271.4,22.8,4,18.8,460,28643.6,-28183.6,372.4,29093,-28720.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-Combinatorial,5,5,105.446,105.446,0,105.4016961,105.4107203,-0.0090242,0.0004283308564,0.0003378488098,9.048204659e-05,3.202466572,10.29992034,-7.09745377,72.4,11.8,60.6,105.446,105.446,0,108.346,108.346,0,271.4,118.2,153.2,22.8,13.2,9.6,460,460,0,372.4,983.8,-611.4,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-SAA:fpp_base,5,5,105.448,105.446,0.002,105.3737477,105.446,-0.072252346,0.0007087471793,0,0.0007087471793,2.985768252,2.603938968,0.381829284,37,2.6,34.4,105.448,105.446,0.002,108.814,108.346,0.468,144,0,144,16.6,0,16.6,460,36360,-35900,284.6,14263.4,-13978.8,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-SAA:fpp_cut,5,5,105.448,105.462,-0.014,105.3737477,105.4075,-0.033752346,0.0007087471793,0.0005174818574,0.0001912653219,2.985768252,8.105611694,-5.119843442,37,5.2,31.8,105.448,105.462,-0.014,108.814,108.4917778,0.322222222,144,0,144,16.6,0,16.6,460,28643.6,-28183.6,284.6,42447,-42162.4,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders,5,5,105.448,105.446,0.002,105.3737477,105.3710859,0.002661722,0.0007087471793,0.0007167274189,-7.98023964e-06,2.985768252,7.54052618,-4.554757928,37,155.2,-118.2,105.448,105.446,0.002,108.814,108.346,0.468,144,1052.6,-908.6,16.6,27.8,-11.2,460,460,0,284.6,1053.6,-769,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-RootCuts,5,5,105.448,105.446,0.002,105.3737477,105.3605458,0.013201866,0.0007087471793,0.0008125513371,-0.0001038041578,2.985768252,7.830709208,-4.844940956,37,87.4,-50.4,105.448,105.446,0.002,108.814,108.346,0.468,144,974,-830,16.6,24.4,-7.8,460,460,0,284.6,1020.2,-735.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-LLBI,5,5,105.448,105.446,0.002,105.3737477,105.3766725,-0.00292485,0.0007087471793,0.0006657279574,4.301922192e-05,2.985768252,6.271321432,-3.28555318,37,82,-45,105.448,105.446,0.002,108.814,108.346,0.468,144,264.8,-120.8,16.6,19.6,-3,460,460,0,284.6,365.8,-81.2,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-RootCuts,5,5,105.448,105.446,0.002,105.3737477,105.3669277,0.006819988,0.0007087471793,0.0007391261337,-3.03789544e-05,2.985768252,4.865975112,-1.88020686,37,47.8,-10.8,105.448,105.446,0.002,108.814,108.346,0.468,144,190.4,-46.4,16.6,16.6,0,460,460,0,284.6,333,-48.4,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI,5,5,105.448,105.446,0.002,105.3737477,105.3858018,-0.012054138,0.0007087471793,0.0005655202694,0.0001432269099,2.985768252,25.81002403,-22.82425578,37,14.8,22.2,105.448,105.446,0.002,108.814,108.346,0.468,144,43,101,16.6,13.4,3.2,460,14501.8,-14041.8,284.6,14185.8,-13901.2,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,105.448,105.446,0.002,105.3737477,105.413181,-0.039433374,0.0007087471793,0.0003298840886,0.0003788630907,2.985768252,28.97733314,-25.99156489,37,10.8,26.2,105.448,105.446,0.002,108.814,108.346,0.468,144,23.8,120.2,16.6,11.4,5.2,460,14501.8,-14041.8,284.6,14181.6,-13897,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-PathLLBI,5,5,105.448,105.456,-0.008,105.3737477,105.4178967,-0.044149012,0.0007087471793,0.0003561067025,0.0003526404768,2.985768252,51.12148594,-48.13571769,37,6.6,30.4,105.448,105.456,-0.008,108.814,109.4751111,-0.66111111,144,0,144,16.6,4.8,11.8,460,14601.8,-14141.8,284.6,14851.2,-14566.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,105.448,105.456,-0.008,105.3737477,105.4178967,-0.044149012,0.0007087471793,0.0003561067025,0.0003526404768,2.985768252,37.52249654,-34.53672829,37,6.6,30.4,105.448,105.456,-0.008,108.814,109.4751111,-0.66111111,144,0,144,16.6,4.8,11.8,460,14601.8,-14141.8,284.6,14851.2,-14566.6,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,105.448,105.52,-0.072,105.3737477,105.2109779,0.16276974,0.0007087471793,0.00291161737,-0.002202870191,2.985768252,172.2329061,-169.2471379,37,2.6,34.4,105.448,105.52,-0.072,108.814,108.9991111,-0.18511111,144,0,144,16.6,3.6,13,460,28643.6,-28183.6,284.6,28993,-28708.4,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,105.448,107.088,-1.64,105.3737477,105.3744224,-0.000674706,0.0007087471793,0.01442388348,-0.0137151363,2.985768252,190.5920369,-187.6062687,37,4.2,32.8,105.448,107.088,-1.64,108.814,110.274,-1.46,144,0,144,16.6,3.8,12.8,460,28643.6,-28183.6,284.6,28993,-28708.4,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,105.448,105.448,0,105.3737477,105.4066472,-0.03289958,0.0007087471793,0.0003996088162,0.0003091383631,2.985768252,163.1548011,-160.1690329,37,4.8,32.2,105.448,105.448,0,108.814,108.814,0,144,0,144,16.6,4,12.6,460,28643.6,-28183.6,284.6,29093,-28808.4,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,105.448,105.448,0,105.3737477,105.4066472,-0.03289958,0.0007087471793,0.0003996088162,0.0003091383631,2.985768252,119.9111704,-116.9254022,37,4.8,32.2,105.448,105.448,0,108.814,108.814,0,144,0,144,16.6,4,12.6,460,28643.6,-28183.6,284.6,29093,-28808.4,,,
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-Combinatorial,5,5,105.448,105.446,0.002,105.3737477,105.4107203,-0.036972622,0.0007087471793,0.0003378488098,0.0003708983695,2.985768252,10.29992034,-7.31415209,37,11.8,25.2,105.448,105.446,0.002,108.814,108.346,0.468,144,118.2,25.8,16.6,13.2,3.4,460,460,0,284.6,983.8,-699.2,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-SAA:fpp_base,5,5,166.888,166.888,0,166.7286038,166.7321145,-0.003510706,0.0009558857392,0.0009351844963,2.07012429e-05,5.83591851,140.1536648,-134.3177462,1253.8,742.6,511.2,108.216,108.216,0,111.9693333,111.9693333,0,110.6,0,110.6,17,0,17,561,36461,-35900,376,14363.4,-13987.4,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-SAA:fpp_cut,5,5,166.888,166.94,-0.052,166.7286038,163.9189202,2.80968362,0.0009558857392,0.01826106416,-0.01730517842,5.83591851,278.9845878,-273.1486693,1253.8,388.4,865.4,108.216,107.96,0.256,111.9693333,112.1644444,-0.195111112,110.6,0,110.6,17,0,17,561,28744.6,-28183.6,376,42547,-42171,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders,5,5,166.888,166.888,0,166.7286038,166.7353035,-0.006699664,0.0009558857392,0.0009160162546,3.98694846e-05,5.83591851,8.262740432,-2.426821922,1253.8,1889.8,-636,108.216,108.216,0,111.9693333,111.9693333,0,110.6,1045.4,-934.8,17,26,-9,561,561,0,376,1146.4,-770.4,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-RootCuts,5,5,166.888,166.888,0,166.7286038,166.7260482,0.002555594,0.0009558857392,0.0009698790535,-1.399331426e-05,5.83591851,8.527013598,-2.691095088,1253.8,2033.6,-779.8,108.216,108.216,0,111.9693333,111.9693333,0,110.6,1040.8,-930.2,17,29,-12,561,561,0,376,1177.4,-801.4,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-LLBI,5,5,166.888,166.888,0,166.7286038,166.7256755,0.002928348,0.0009558857392,0.0009729409079,-1.705516866e-05,5.83591851,7.956343294,-2.120424784,1253.8,1841.8,-588,108.216,108.216,0,111.9693333,111.9693333,0,110.6,283.2,-172.6,17,21.8,-4.8,561,561,0,376,484.2,-108.2,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-RootCuts,5,5,166.888,166.888,0,166.7286038,166.7314334,-0.002829634,0.0009558857392,0.0009378880691,1.799767014e-05,5.83591851,7.916094674,-2.080176164,1253.8,1633.2,-379.4,108.216,108.216,0,111.9693333,111.9693333,0,110.6,196.2,-85.6,17,18.8,-1.8,561,561,0,376,434.2,-58.2,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI,5,5,166.888,166.975,-0.087,166.7286038,163.925913,2.802690846,0.0009558857392,0.01801836054,-0.0170624748,5.83591851,256.2660571,-250.4301386,1253.8,578.8,675,108.216,108.19,0.026,111.9693333,111.8491111,0.120222224,110.6,27.4,83.2,17,11.8,5.2,561,14602.8,-14041.8,376,14270.2,-13894.2,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,166.888,167.331,-0.443,166.7286038,162.2389882,4.48961561,0.0009558857392,0.03049026092,-0.02953437518,5.83591851,264.3006116,-258.464693,1253.8,341.4,912.4,108.216,108.682,-0.466,111.9693333,113.1695556,-1.200222222,110.6,17,93.6,17,10.4,6.6,561,14602.8,-14041.8,376,14280.4,-13904.4,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-PathLLBI,5,5,166.888,166.888,0,166.7286038,165.6513524,1.07725136,0.0009558857392,0.007175819183,-0.006219933444,5.83591851,207.6386536,-201.8027351,1253.8,532.6,721.2,108.216,108.216,0,111.9693333,111.9693333,0,110.6,0,110.6,17,5.6,11.4,561,14702.8,-14141.8,376,14951.2,-14575.2,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,166.888,166.888,0,166.7286038,165.6608963,1.067707524,0.0009558857392,0.007181638129,-0.00622575239,5.83591851,216.9773867,-211.1414682,1253.8,574.2,679.6,108.216,108.216,0,111.9693333,111.9693333,0,110.6,0,110.6,17,5.6,11.4,561,14702.8,-14141.8,376,14951.2,-14575.2,,,
0.01,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,166.888,193.88,-26.992,166.7286038,-4e+74,4e+74,0.0009558857392,0.03771959523,-0.03676370949,5.83591851,301.7701206,-295.9342021,1253.8,83,1170.8,108.216,124.08,-15.864,111.9693333,122.8084444,-10.83911111,110.6,0,110.6,17,3,14,561,28744.6,-28183.6,376,29093,-28717,,,
