alpha,objective_family,projected_method,projected_variant,projected_llbi_strategy,projected_use_root_cuts,baseline_category,projected_rows,baseline_rows,projected_avg_objective_metric,baseline_avg_objective_metric,delta_objective_metric,projected_avg_best_bound,baseline_avg_best_bound,delta_best_bound,projected_avg_gap_metric,baseline_avg_gap_metric,delta_gap_metric,projected_avg_runtime_metric,baseline_avg_runtime_metric,delta_runtime_metric,projected_avg_explored_nodes,baseline_avg_explored_nodes,delta_explored_nodes,projected_avg_train_expected_burned_area,baseline_avg_train_expected_burned_area,delta_train_expected_burned_area,projected_avg_test_expected_burned_area,baseline_avg_test_expected_burned_area,delta_test_expected_burned_area,projected_avg_branch_benders_lazy_cuts_added,baseline_avg_branch_benders_lazy_cuts_added,delta_branch_benders_lazy_cuts_added,projected_avg_branch_benders_candidate_incumbents_checked,baseline_avg_branch_benders_candidate_incumbents_checked,delta_branch_benders_candidate_incumbents_checked,projected_avg_num_variables,baseline_avg_num_variables,delta_num_variables,projected_avg_num_constraints,baseline_avg_num_constraints,delta_num_constraints,projected_avg_num_nonzeros,baseline_avg_num_nonzeros,delta_num_nonzeros
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-PathLLBI,5,5,82.756,82.756,0,82.68363635,82.73968677,-0.056050424,0.0008764675207,0.0002053754153,0.0006710921054,5.084199776,72.54780049,-67.46360071,427.6,39,388.6,82.756,82.756,0,92.81022222,92.81022222,0,128.6,0,128.6,17.8,5.6,12.2,460,14601.8,-14141.8,648.2,14851.2,-14203,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,82.756,82.756,0,82.68363635,82.73968677,-0.056050424,0.0008764675207,0.0002053754153,0.0006710921054,5.084199776,74.36883137,-69.28463159,427.6,39,388.6,82.756,82.756,0,92.81022222,92.81022222,0,128.6,0,128.6,17.8,5.6,12.2,460,14601.8,-14141.8,648.2,14851.2,-14203,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,82.756,86.97,-4.214,82.68363635,81.79734156,0.886294792,0.0008764675207,0.05159410556,-0.05071763804,5.084199776,283.1490695,-278.0648697,427.6,16.8,410.8,82.756,86.97,-4.214,92.81022222,95.67133333,-2.861111112,128.6,0,128.6,17.8,4.4,13.4,460,28643.6,-28183.6,648.2,28993,-28344.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,82.756,87.736,-4.98,82.68363635,81.96047772,0.723158626,0.0008764675207,0.05774488695,-0.05686841943,5.084199776,266.5401531,-261.4559533,427.6,17.4,410.2,82.756,87.736,-4.98,92.81022222,95.98288889,-3.172666668,128.6,0,128.6,17.8,4,13.8,460,28643.6,-28183.6,648.2,28993,-28344.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,82.756,98.432,-15.676,82.68363635,81.48712959,1.196506764,0.0008764675207,0.153942544,-0.1530660765,5.084199776,302.3439639,-297.2597641,427.6,9,418.6,82.756,98.432,-15.676,92.81022222,105.3557778,-12.54555556,128.6,0,128.6,17.8,2.8,15,460,28643.6,-28183.6,648.2,29093,-28444.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,82.756,93.336,-10.58,82.68363635,81.88096052,0.80267583,0.0008764675207,0.1026234984,-0.1017470309,5.084199776,299.2892289,-294.2050291,427.6,15.6,412,82.756,93.336,-10.58,92.81022222,101.1942222,-8.384,128.6,0,128.6,17.8,3.4,14.4,460,28643.6,-28183.6,648.2,29093,-28444.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-Combinatorial,5,5,82.756,82.756,0,82.68363635,82.73864935,-0.055013,0.0008764675207,0.0002064042496,0.0006700632711,5.084199776,50.70310243,-45.61890266,427.6,57,370.6,82.756,82.756,0,92.81022222,92.81022222,0,128.6,176.6,-48,17.8,21,-3.2,460,460,0,648.2,15861.4,-15213.2,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-SAA:fpp_base,5,5,82.756,82.756,0,82.68291051,82.72554167,-0.04263116,0.0008841029116,0.000382061802,0.0005020411096,4.42885381,20.30335699,-15.87450318,409.2,34.8,374.4,82.756,82.756,0,92.81022222,92.81022222,0,127.6,0,127.6,17.4,0,17.4,460,36360,-35900,657.6,14263.4,-13605.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-SAA:fpp_cut,5,5,82.756,82.756,0,82.68291051,82.747,-0.064089494,0.0008841029116,0.0001056338028,0.0007784691088,4.42885381,47.17109504,-42.74224123,409.2,50.8,358.4,82.756,82.756,0,92.81022222,92.81022222,0,127.6,0,127.6,17.4,0,17.4,460,28643.6,-28183.6,657.6,42447,-41789.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders,5,5,82.756,82.784,-0.028,82.68291051,82.41213118,0.270779324,0.0008841029116,0.00430906287,-0.003424959958,4.42885381,189.2452862,-184.8164324,409.2,18146,-17736.8,82.756,82.784,-0.028,92.81022222,92.72755555,0.082666666,127.6,4397.2,-4269.6,17.4,115.2,-97.8,460,460,0,657.6,4398.2,-3740.6,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-RootCuts,5,5,82.756,82.76,-0.004,82.68291051,82.45496316,0.227947348,0.0008841029116,0.003547818681,-0.002663715769,4.42885381,135.0043842,-130.5755304,409.2,15916.4,-15507.2,82.756,82.76,-0.004,92.81022222,92.79088889,0.019333332,127.6,3621.2,-3493.6,17.4,97.2,-79.8,460,460,0,657.6,3687.2,-3029.6,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI,5,5,82.756,82.756,0,82.68291051,82.6735178,0.00939271,0.0008841029116,0.0009967772211,-0.0001126743095,4.42885381,110.7950623,-106.3662085,409.2,18892.2,-18483,82.756,82.756,0,92.81022222,92.81022222,0,127.6,2769.8,-2642.2,17.4,94.4,-77,460,460,0,657.6,2870.8,-2213.2,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-RootCuts,5,5,82.756,82.756,0,82.68291051,82.6735664,0.009344106,0.0008841029116,0.0009961709884,-0.0001120680767,4.42885381,75.00774006,-70.57888625,409.2,12695.4,-12286.2,82.756,82.756,0,92.81022222,92.81022222,0,127.6,1950,-1822.4,17.4,67.8,-50.4,460,460,0,657.6,2117,-1459.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI,5,5,82.756,82.756,0,82.68291051,82.69490054,-0.01199003,0.0008841029116,0.0007437754802,0.0001403274314,4.42885381,72.25274017,-67.82388636,409.2,82.2,327,82.756,82.756,0,92.81022222,92.81022222,0,127.6,61.6,66,17.4,14.6,2.8,460,14501.8,-14041.8,657.6,14204.4,-13546.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,82.756,82.756,0,82.68291051,82.72250433,-0.039593828,0.0008841029116,0.000405378902,0.0004787240097,4.42885381,86.06294605,-81.63409224,409.2,63,346.2,82.756,82.756,0,92.81022222,92.81022222,0,127.6,36.2,91.4,17.4,13.2,4.2,460,14501.8,-14041.8,657.6,14203.6,-13546,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-PathLLBI,5,5,82.756,82.756,0,82.68291051,82.73968677,-0.056776268,0.0008841029116,0.0002053754153,0.0006787274964,4.42885381,72.54780049,-68.11894668,409.2,39,370.2,82.756,82.756,0,92.81022222,92.81022222,0,127.6,0,127.6,17.4,5.6,11.8,460,14601.8,-14141.8,657.6,14851.2,-14193.6,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,82.756,82.756,0,82.68291051,82.73968677,-0.056776268,0.0008841029116,0.0002053754153,0.0006787274964,4.42885381,74.36883137,-69.93997756,409.2,39,370.2,82.756,82.756,0,92.81022222,92.81022222,0,127.6,0,127.6,17.4,5.6,11.8,460,14601.8,-14141.8,657.6,14851.2,-14193.6,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,82.756,86.97,-4.214,82.68291051,81.79734156,0.885568948,0.0008841029116,0.05159410556,-0.05071000265,4.42885381,283.1490695,-278.7202157,409.2,16.8,392.4,82.756,86.97,-4.214,92.81022222,95.67133333,-2.861111112,127.6,0,127.6,17.4,4.4,13,460,28643.6,-28183.6,657.6,28993,-28335.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,82.756,87.736,-4.98,82.68291051,81.96047772,0.722432782,0.0008841029116,0.05774488695,-0.05686078404,4.42885381,266.5401531,-262.1112993,409.2,17.4,391.8,82.756,87.736,-4.98,92.81022222,95.98288889,-3.172666668,127.6,0,127.6,17.4,4,13.4,460,28643.6,-28183.6,657.6,28993,-28335.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,82.756,98.432,-15.676,82.68291051,81.48712959,1.19578092,0.0008841029116,0.153942544,-0.1530584411,4.42885381,302.3439639,-297.9151101,409.2,9,400.2,82.756,98.432,-15.676,92.81022222,105.3557778,-12.54555556,127.6,0,127.6,17.4,2.8,14.6,460,28643.6,-28183.6,657.6,29093,-28435.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,82.756,93.336,-10.58,82.68291051,81.88096052,0.801949986,0.0008841029116,0.1026234984,-0.1017393955,4.42885381,299.2892289,-294.8603751,409.2,15.6,393.6,82.756,93.336,-10.58,92.81022222,101.1942222,-8.384,127.6,0,127.6,17.4,3.4,14,460,28643.6,-28183.6,657.6,29093,-28435.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-Combinatorial,5,5,82.756,82.756,0,82.68291051,82.73864935,-0.055738844,0.0008841029116,0.0002064042496,0.000677698662,4.42885381,50.70310243,-46.27424862,409.2,57,352.2,82.756,82.756,0,92.81022222,92.81022222,0,127.6,176.6,-49,17.4,21,-3.6,460,460,0,657.6,15861.4,-15203.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-SAA:fpp_base,5,5,82.756,82.756,0,82.67332659,82.72554167,-0.052215074,0.0009990042322,0.000382061802,0.0006169424302,61.25818047,20.30335699,40.95482348,15850.8,34.8,15816,82.756,82.756,0,92.81022222,92.81022222,0,2625.8,0,2625.8,88.6,0,88.6,460,36360,-35900,2726.8,14263.4,-11536.6,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-SAA:fpp_cut,5,5,82.756,82.756,0,82.67332659,82.747,-0.073673408,0.0009990042322,0.0001056338028,0.0008933704294,61.25818047,47.17109504,14.08708543,15850.8,50.8,15800,82.756,82.756,0,92.81022222,92.81022222,0,2625.8,0,2625.8,88.6,0,88.6,460,28643.6,-28183.6,2726.8,42447,-39720.2,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders,5,5,82.756,82.784,-0.028,82.67332659,82.41213118,0.26119541,0.0009990042322,0.00430906287,-0.003310058638,61.25818047,189.2452862,-127.9871058,15850.8,18146,-2295.2,82.756,82.784,-0.028,92.81022222,92.72755555,0.082666666,2625.8,4397.2,-1771.4,88.6,115.2,-26.6,460,460,0,2726.8,4398.2,-1671.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-RootCuts,5,5,82.756,82.76,-0.004,82.67332659,82.45496316,0.218363434,0.0009990042322,0.003547818681,-0.002548814448,61.25818047,135.0043842,-73.74620376,15850.8,15916.4,-65.6,82.756,82.76,-0.004,92.81022222,92.79088889,0.019333332,2625.8,3621.2,-995.4,88.6,97.2,-8.6,460,460,0,2726.8,3687.2,-960.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI,5,5,82.756,82.756,0,82.67332659,82.6735178,-0.000191204,0.0009990042322,0.0009967772211,2.22701112e-06,61.25818047,110.7950623,-49.53688182,15850.8,18892.2,-3041.4,82.756,82.756,0,92.81022222,92.81022222,0,2625.8,2769.8,-144,88.6,94.4,-5.8,460,460,0,2726.8,2870.8,-144,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-RootCuts,5,5,82.756,82.756,0,82.67332659,82.6735664,-0.000239808,0.0009990042322,0.0009961709884,2.83324384e-06,61.25818047,75.00774006,-13.7495596,15850.8,12695.4,3155.4,82.756,82.756,0,92.81022222,92.81022222,0,2625.8,1950,675.8,88.6,67.8,20.8,460,460,0,2726.8,2117,609.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI,5,5,82.756,82.756,0,82.67332659,82.69490054,-0.021573944,0.0009990042322,0.0007437754802,0.000255228752,61.25818047,72.25274017,-10.99455971,15850.8,82.2,15768.6,82.756,82.756,0,92.81022222,92.81022222,0,2625.8,61.6,2564.2,88.6,14.6,74,460,14501.8,-14041.8,2726.8,14204.4,-11477.6,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,82.756,82.756,0,82.67332659,82.72250433,-0.049177742,0.0009990042322,0.000405378902,0.0005936253302,61.25818047,86.06294605,-24.80476558,15850.8,63,15787.8,82.756,82.756,0,92.81022222,92.81022222,0,2625.8,36.2,2589.6,88.6,13.2,75.4,460,14501.8,-14041.8,2726.8,14203.6,-11476.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-PathLLBI,5,5,82.756,82.756,0,82.67332659,82.73968677,-0.066360182,0.0009990042322,0.0002053754153,0.0007936288169,61.25818047,72.54780049,-11.28962002,15850.8,39,15811.8,82.756,82.756,0,92.81022222,92.81022222,0,2625.8,0,2625.8,88.6,5.6,83,460,14601.8,-14141.8,2726.8,14851.2,-12124.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,82.756,82.756,0,82.67332659,82.73968677,-0.066360182,0.0009990042322,0.0002053754153,0.0007936288169,61.25818047,74.36883137,-13.1106509,15850.8,39,15811.8,82.756,82.756,0,92.81022222,92.81022222,0,2625.8,0,2625.8,88.6,5.6,83,460,14601.8,-14141.8,2726.8,14851.2,-12124.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,82.756,86.97,-4.214,82.67332659,81.79734156,0.875985034,0.0009990042322,0.05159410556,-0.05059510133,61.25818047,283.1490695,-221.890889,15850.8,16.8,15834,82.756,86.97,-4.214,92.81022222,95.67133333,-2.861111112,2625.8,0,2625.8,88.6,4.4,84.2,460,28643.6,-28183.6,2726.8,28993,-26266.2,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,82.756,87.736,-4.98,82.67332659,81.96047772,0.712848868,0.0009990042322,0.05774488695,-0.05674588272,61.25818047,266.5401531,-205.2819727,15850.8,17.4,15833.4,82.756,87.736,-4.98,92.81022222,95.98288889,-3.172666668,2625.8,0,2625.8,88.6,4,84.6,460,28643.6,-28183.6,2726.8,28993,-26266.2,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,82.756,98.432,-15.676,82.67332659,81.48712959,1.186197006,0.0009990042322,0.153942544,-0.1529435397,61.25818047,302.3439639,-241.0857834,15850.8,9,15841.8,82.756,98.432,-15.676,92.81022222,105.3557778,-12.54555556,2625.8,0,2625.8,88.6,2.8,85.8,460,28643.6,-28183.6,2726.8,29093,-26366.2,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,82.756,93.336,-10.58,82.67332659,81.88096052,0.792366072,0.0009990042322,0.1026234984,-0.1016244942,61.25818047,299.2892289,-238.0310484,15850.8,15.6,15835.2,82.756,93.336,-10.58,92.81022222,101.1942222,-8.384,2625.8,0,2625.8,88.6,3.4,85.2,460,28643.6,-28183.6,2726.8,29093,-26366.2,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-Combinatorial,5,5,82.756,82.756,0,82.67332659,82.73864935,-0.065322758,0.0009990042322,0.0002064042496,0.0007925999826,61.25818047,50.70310243,10.55507804,15850.8,57,15793.8,82.756,82.756,0,92.81022222,92.81022222,0,2625.8,176.6,2449.2,88.6,21,67.6,460,460,0,2726.8,15861.4,-13134.6,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-SAA:fpp_base,5,5,82.756,82.756,0,82.67379071,82.72554167,-0.051750956,0.0009935001759,0.000382061802,0.0006114383739,41.73183062,20.30335699,21.42847364,11802.2,34.8,11767.4,82.756,82.756,0,92.81022222,92.81022222,0,1947.8,0,1947.8,69,0,69,460,36360,-35900,2112.2,14263.4,-12151.2,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-SAA:fpp_cut,5,5,82.756,82.756,0,82.67379071,82.747,-0.07320929,0.0009935001759,0.0001056338028,0.0008878663731,41.73183062,47.17109504,-5.439264416,11802.2,50.8,11751.4,82.756,82.756,0,92.81022222,92.81022222,0,1947.8,0,1947.8,69,0,69,460,28643.6,-28183.6,2112.2,42447,-40334.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders,5,5,82.756,82.784,-0.028,82.67379071,82.41213118,0.261659528,0.0009935001759,0.00430906287,-0.003315562694,41.73183062,189.2452862,-147.5134556,11802.2,18146,-6343.8,82.756,82.784,-0.028,92.81022222,92.72755555,0.082666666,1947.8,4397.2,-2449.4,69,115.2,-46.2,460,460,0,2112.2,4398.2,-2286,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-RootCuts,5,5,82.756,82.76,-0.004,82.67379071,82.45496316,0.218827552,0.0009935001759,0.003547818681,-0.002554318505,41.73183062,135.0043842,-93.2725536,11802.2,15916.4,-4114.2,82.756,82.76,-0.004,92.81022222,92.79088889,0.019333332,1947.8,3621.2,-1673.4,69,97.2,-28.2,460,460,0,2112.2,3687.2,-1575,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-LLBI,5,5,82.756,82.756,0,82.67379071,82.6735178,0.000272914,0.0009935001759,0.0009967772211,-3.27704514e-06,41.73183062,110.7950623,-69.06323166,11802.2,18892.2,-7090,82.756,82.756,0,92.81022222,92.81022222,0,1947.8,2769.8,-822,69,94.4,-25.4,460,460,0,2112.2,2870.8,-758.6,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-RootCuts,5,5,82.756,82.756,0,82.67379071,82.6735664,0.00022431,0.0009935001759,0.0009961709884,-2.67081242e-06,41.73183062,75.00774006,-33.27590944,11802.2,12695.4,-893.2,82.756,82.756,0,92.81022222,92.81022222,0,1947.8,1950,-2.2,69,67.8,1.2,460,460,0,2112.2,2117,-4.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI,5,5,82.756,82.756,0,82.67379071,82.69490054,-0.021109826,0.0009935001759,0.0007437754802,0.0002497246957,41.73183062,72.25274017,-30.52090955,11802.2,82.2,11720,82.756,82.756,0,92.81022222,92.81022222,0,1947.8,61.6,1886.2,69,14.6,54.4,460,14501.8,-14041.8,2112.2,14204.4,-12092.2,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,82.756,82.756,0,82.67379071,82.72250433,-0.048713624,0.0009935001759,0.000405378902,0.000588121274,41.73183062,86.06294605,-44.33111543,11802.2,63,11739.2,82.756,82.756,0,92.81022222,92.81022222,0,1947.8,36.2,1911.6,69,13.2,55.8,460,14501.8,-14041.8,2112.2,14203.6,-12091.4,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-PathLLBI,5,5,82.756,82.756,0,82.67379071,82.73968677,-0.065896064,0.0009935001759,0.0002053754153,0.0007881247607,41.73183062,72.54780049,-30.81596987,11802.2,39,11763.2,82.756,82.756,0,92.81022222,92.81022222,0,1947.8,0,1947.8,69,5.6,63.4,460,14601.8,-14141.8,2112.2,14851.2,-12739,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,82.756,82.756,0,82.67379071,82.73968677,-0.065896064,0.0009935001759,0.0002053754153,0.0007881247607,41.73183062,74.36883137,-32.63700074,11802.2,39,11763.2,82.756,82.756,0,92.81022222,92.81022222,0,1947.8,0,1947.8,69,5.6,63.4,460,14601.8,-14141.8,2112.2,14851.2,-12739,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,82.756,86.97,-4.214,82.67379071,81.79734156,0.876449152,0.0009935001759,0.05159410556,-0.05060060538,41.73183062,283.1490695,-241.4172389,11802.2,16.8,11785.4,82.756,86.97,-4.214,92.81022222,95.67133333,-2.861111112,1947.8,0,1947.8,69,4.4,64.6,460,28643.6,-28183.6,2112.2,28993,-26880.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,82.756,87.736,-4.98,82.67379071,81.96047772,0.713312986,0.0009935001759,0.05774488695,-0.05675138678,41.73183062,266.5401531,-224.8083225,11802.2,17.4,11784.8,82.756,87.736,-4.98,92.81022222,95.98288889,-3.172666668,1947.8,0,1947.8,69,4,65,460,28643.6,-28183.6,2112.2,28993,-26880.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,82.756,98.432,-15.676,82.67379071,81.48712959,1.186661124,0.0009935001759,0.153942544,-0.1529490438,41.73183062,302.3439639,-260.6121333,11802.2,9,11793.2,82.756,98.432,-15.676,92.81022222,105.3557778,-12.54555556,1947.8,0,1947.8,69,2.8,66.2,460,28643.6,-28183.6,2112.2,29093,-26980.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,82.756,93.336,-10.58,82.67379071,81.88096052,0.79283019,0.0009935001759,0.1026234984,-0.1016299982,41.73183062,299.2892289,-257.5573983,11802.2,15.6,11786.6,82.756,93.336,-10.58,92.81022222,101.1942222,-8.384,1947.8,0,1947.8,69,3.4,65.6,460,28643.6,-28183.6,2112.2,29093,-26980.8,,,
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-Combinatorial,5,5,82.756,82.756,0,82.67379071,82.73864935,-0.06485864,0.0009935001759,0.0002064042496,0.0007870959263,41.73183062,50.70310243,-8.971271808,11802.2,57,11745.2,82.756,82.756,0,92.81022222,92.81022222,0,1947.8,176.6,1771.2,69,21,48,460,460,0,2112.2,15861.4,-13749.2,,,
0.02,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-SAA:fpp_base,5,5,126.805,129.382,-2.577,124.9222706,118.6100005,6.312270126,0.01436875372,0.08228855188,-0.06791979817,254.9400523,300.0202216,-45.08016928,72668.6,639.4,72029.2,87.81,87.664,0.146,94.00777778,95.73488889,-1.72711111,829.2,0,829.2,48.2,0,48.2,561,36461,-35900,1352.2,14363.4,-13011.2,,,
0.02,MeanCVaR,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,ProjectedCoverageLLBI-exp,exp,false,FPP-SAA:fpp_cut,5,5,126.805,127.708,-0.903,124.9222706,115.9826991,8.939571524,0.01436875372,0.09189634808,-0.07752759436,254.9400523,300.045372,-45.10531966,72668.6,143,72525.6,87.81,87.576,0.234,94.00777778,93.79666667,0.21111111,829.2,0,829.2,48.2,0,48.2,561,28744.6,-28183.6,1352.2,42547,-41194.8,,,
